,fileName,filePath,fold,classID
0,100032-3-0-0.png,./spectrograms/fold5/100032-3-0-0.png,5,3
1,100263-2-0-117.png,./spectrograms/fold5/100263-2-0-117.png,5,2
2,100263-2-0-121.png,./spectrograms/fold5/100263-2-0-121.png,5,2
3,100263-2-0-126.png,./spectrograms/fold5/100263-2-0-126.png,5,2
4,100263-2-0-137.png,./spectrograms/fold5/100263-2-0-137.png,5,2
5,100263-2-0-143.png,./spectrograms/fold5/100263-2-0-143.png,5,2
6,100263-2-0-161.png,./spectrograms/fold5/100263-2-0-161.png,5,2
7,100263-2-0-3.png,./spectrograms/fold5/100263-2-0-3.png,5,2
8,100263-2-0-36.png,./spectrograms/fold5/100263-2-0-36.png,5,2
9,100648-1-0-0.png,./spectrograms/fold10/100648-1-0-0.png,10,1
10,100648-1-1-0.png,./spectrograms/fold10/100648-1-1-0.png,10,1
11,100648-1-2-0.png,./spectrograms/fold10/100648-1-2-0.png,10,1
12,100648-1-3-0.png,./spectrograms/fold10/100648-1-3-0.png,10,1
13,100648-1-4-0.png,./spectrograms/fold10/100648-1-4-0.png,10,1
14,100652-3-0-0.png,./spectrograms/fold2/100652-3-0-0.png,2,3
15,100652-3-0-1.png,./spectrograms/fold2/100652-3-0-1.png,2,3
16,100652-3-0-2.png,./spectrograms/fold2/100652-3-0-2.png,2,3
17,100652-3-0-3.png,./spectrograms/fold2/100652-3-0-3.png,2,3
18,100795-3-0-0.png,./spectrograms/fold10/100795-3-0-0.png,10,3
19,100795-3-1-0.png,./spectrograms/fold10/100795-3-1-0.png,10,3
20,100795-3-1-1.png,./spectrograms/fold10/100795-3-1-1.png,10,3
21,100795-3-1-2.png,./spectrograms/fold10/100795-3-1-2.png,10,3
22,100852-0-0-0.png,./spectrograms/fold5/100852-0-0-0.png,5,0
23,100852-0-0-1.png,./spectrograms/fold5/100852-0-0-1.png,5,0
24,100852-0-0-10.png,./spectrograms/fold5/100852-0-0-10.png,5,0
25,100852-0-0-11.png,./spectrograms/fold5/100852-0-0-11.png,5,0
26,100852-0-0-12.png,./spectrograms/fold5/100852-0-0-12.png,5,0
27,100852-0-0-13.png,./spectrograms/fold5/100852-0-0-13.png,5,0
28,100852-0-0-14.png,./spectrograms/fold5/100852-0-0-14.png,5,0
29,100852-0-0-15.png,./spectrograms/fold5/100852-0-0-15.png,5,0
30,100852-0-0-16.png,./spectrograms/fold5/100852-0-0-16.png,5,0
31,100852-0-0-17.png,./spectrograms/fold5/100852-0-0-17.png,5,0
32,100852-0-0-18.png,./spectrograms/fold5/100852-0-0-18.png,5,0
33,100852-0-0-19.png,./spectrograms/fold5/100852-0-0-19.png,5,0
34,100852-0-0-2.png,./spectrograms/fold5/100852-0-0-2.png,5,0
35,100852-0-0-20.png,./spectrograms/fold5/100852-0-0-20.png,5,0
36,100852-0-0-21.png,./spectrograms/fold5/100852-0-0-21.png,5,0
37,100852-0-0-22.png,./spectrograms/fold5/100852-0-0-22.png,5,0
38,100852-0-0-23.png,./spectrograms/fold5/100852-0-0-23.png,5,0
39,100852-0-0-24.png,./spectrograms/fold5/100852-0-0-24.png,5,0
40,100852-0-0-25.png,./spectrograms/fold5/100852-0-0-25.png,5,0
41,100852-0-0-26.png,./spectrograms/fold5/100852-0-0-26.png,5,0
42,100852-0-0-27.png,./spectrograms/fold5/100852-0-0-27.png,5,0
43,100852-0-0-28.png,./spectrograms/fold5/100852-0-0-28.png,5,0
44,100852-0-0-29.png,./spectrograms/fold5/100852-0-0-29.png,5,0
45,100852-0-0-3.png,./spectrograms/fold5/100852-0-0-3.png,5,0
46,100852-0-0-30.png,./spectrograms/fold5/100852-0-0-30.png,5,0
47,100852-0-0-4.png,./spectrograms/fold5/100852-0-0-4.png,5,0
48,100852-0-0-5.png,./spectrograms/fold5/100852-0-0-5.png,5,0
49,100852-0-0-6.png,./spectrograms/fold5/100852-0-0-6.png,5,0
50,100852-0-0-7.png,./spectrograms/fold5/100852-0-0-7.png,5,0
51,100852-0-0-8.png,./spectrograms/fold5/100852-0-0-8.png,5,0
52,100852-0-0-9.png,./spectrograms/fold5/100852-0-0-9.png,5,0
53,101281-3-0-0.png,./spectrograms/fold6/101281-3-0-0.png,6,3
54,101281-3-0-14.png,./spectrograms/fold6/101281-3-0-14.png,6,3
55,101281-3-0-5.png,./spectrograms/fold6/101281-3-0-5.png,6,3
56,101382-2-0-10.png,./spectrograms/fold10/101382-2-0-10.png,10,2
57,101382-2-0-12.png,./spectrograms/fold10/101382-2-0-12.png,10,2
58,101382-2-0-20.png,./spectrograms/fold10/101382-2-0-20.png,10,2
59,101382-2-0-21.png,./spectrograms/fold10/101382-2-0-21.png,10,2
60,101382-2-0-29.png,./spectrograms/fold10/101382-2-0-29.png,10,2
61,101382-2-0-33.png,./spectrograms/fold10/101382-2-0-33.png,10,2
62,101382-2-0-42.png,./spectrograms/fold10/101382-2-0-42.png,10,2
63,101382-2-0-45.png,./spectrograms/fold10/101382-2-0-45.png,10,2
64,101415-3-0-2.png,./spectrograms/fold1/101415-3-0-2.png,1,3
65,101415-3-0-3.png,./spectrograms/fold1/101415-3-0-3.png,1,3
66,101415-3-0-8.png,./spectrograms/fold1/101415-3-0-8.png,1,3
67,101729-0-0-1.png,./spectrograms/fold9/101729-0-0-1.png,9,0
68,101729-0-0-11.png,./spectrograms/fold9/101729-0-0-11.png,9,0
69,101729-0-0-12.png,./spectrograms/fold9/101729-0-0-12.png,9,0
70,101729-0-0-13.png,./spectrograms/fold9/101729-0-0-13.png,9,0
71,101729-0-0-14.png,./spectrograms/fold9/101729-0-0-14.png,9,0
72,101729-0-0-16.png,./spectrograms/fold9/101729-0-0-16.png,9,0
73,101729-0-0-17.png,./spectrograms/fold9/101729-0-0-17.png,9,0
74,101729-0-0-18.png,./spectrograms/fold9/101729-0-0-18.png,9,0
75,101729-0-0-19.png,./spectrograms/fold9/101729-0-0-19.png,9,0
76,101729-0-0-21.png,./spectrograms/fold9/101729-0-0-21.png,9,0
77,101729-0-0-22.png,./spectrograms/fold9/101729-0-0-22.png,9,0
78,101729-0-0-23.png,./spectrograms/fold9/101729-0-0-23.png,9,0
79,101729-0-0-24.png,./spectrograms/fold9/101729-0-0-24.png,9,0
80,101729-0-0-26.png,./spectrograms/fold9/101729-0-0-26.png,9,0
81,101729-0-0-28.png,./spectrograms/fold9/101729-0-0-28.png,9,0
82,101729-0-0-29.png,./spectrograms/fold9/101729-0-0-29.png,9,0
83,101729-0-0-3.png,./spectrograms/fold9/101729-0-0-3.png,9,0
84,101729-0-0-32.png,./spectrograms/fold9/101729-0-0-32.png,9,0
85,101729-0-0-33.png,./spectrograms/fold9/101729-0-0-33.png,9,0
86,101729-0-0-36.png,./spectrograms/fold9/101729-0-0-36.png,9,0
87,101729-0-0-37.png,./spectrograms/fold9/101729-0-0-37.png,9,0
88,101729-0-0-38.png,./spectrograms/fold9/101729-0-0-38.png,9,0
89,101729-0-0-39.png,./spectrograms/fold9/101729-0-0-39.png,9,0
90,101729-0-0-4.png,./spectrograms/fold9/101729-0-0-4.png,9,0
91,101729-0-0-40.png,./spectrograms/fold9/101729-0-0-40.png,9,0
92,101729-0-0-6.png,./spectrograms/fold9/101729-0-0-6.png,9,0
93,101729-0-0-9.png,./spectrograms/fold9/101729-0-0-9.png,9,0
94,101848-9-0-0.png,./spectrograms/fold7/101848-9-0-0.png,7,9
